Категория;URL товара;Фото основные;Фото дополнительные;Номер заказа;Мат. основы;Цвет основы;Материал комп.;D;G;H;L;Жесткость пружины, Н/мм;Нагрузка, кг;Твердость по Шору A;Наличие, шт;Цена, руб. с НДС;T;A;B мин.;B макс.;C;Сжатие макс.;Обозначение резьбы;N;Допустимая нагрузка, кг;H1;H2;Диапазон регулировки;Исполнение;B;E;F;Допустимая нагрузка макс., кг;Поверхность комп.;Материал;Высота;Ø;Подходит для опоры с Ø;Подходит для опоры;D1;D2;D3;F макс., кг;Форма;H3;SW
K1319 Виброопоры из нержавеющей стали, внутренняя резьба, тип EC (E);https://alterv.ru/catalog/vibroopory/k1319_vibroopory_rezinometallicheskie_vnutrennyaya_rezba/;https://alterv.ru/upload/iblock/586/k1319_vibroopory.png, https://alterv.ru/upload/iblock/513/K1319.png;https://alterv.ru/upload/iblock/4ef/k0573_k1319_chertezh.png;K1319.05002555;;;Нержавеющая сталь;50;M10;25;;700;140;;76;3350,97;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K1319 Виброопоры из нержавеющей стали, внутренняя резьба, тип EC (E);https://alterv.ru/catalog/vibroopory/k1319_vibroopory_rezinometallicheskie_vnutrennyaya_rezba/;https://alterv.ru/upload/iblock/586/k1319_vibroopory.png, https://alterv.ru/upload/iblock/513/K1319.png;https://alterv.ru/upload/iblock/4ef/k0573_k1319_chertezh.png;K1319.05003055;;;Нержавеющая сталь;50;M10;30;;450;157,5;;54;3799,93;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K1319 Виброопоры из нержавеющей стали, внутренняя резьба, тип EC (E);https://alterv.ru/catalog/vibroopory/k1319_vibroopory_rezinometallicheskie_vnutrennyaya_rezba/;https://alterv.ru/upload/iblock/586/k1319_vibroopory.png, https://alterv.ru/upload/iblock/513/K1319.png;https://alterv.ru/upload/iblock/4ef/k0573_k1319_chertezh.png;K1319.05004055;;;Нержавеющая сталь;50;M10;40;;350;140;;46;4633,02;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K1319 Виброопоры из нержавеющей стали, внутренняя резьба, тип EC (E);https://alterv.ru/catalog/vibroopory/k1319_vibroopory_rezinometallicheskie_vnutrennyaya_rezba/;https://alterv.ru/upload/iblock/586/k1319_vibroopory.png, https://alterv.ru/upload/iblock/513/K1319.png;https://alterv.ru/upload/iblock/4ef/k0573_k1319_chertezh.png;K1319.05005055;;;Нержавеющая сталь;50;M10;50;;170;85;;26;5424,51;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K1319 Виброопоры из нержавеющей стали, внутренняя резьба, тип EC (E);https://alterv.ru/catalog/vibroopory/k1319_vibroopory_rezinometallicheskie_vnutrennyaya_rezba/;https://alterv.ru/upload/iblock/586/k1319_vibroopory.png, https://alterv.ru/upload/iblock/513/K1319.png;https://alterv.ru/upload/iblock/4ef/k0573_k1319_chertezh.png;K1319.06003055;;;Нержавеющая сталь;60;M10;30;;700;140;;192;7007,41;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K1319 Виброопоры из нержавеющей стали, внутренняя резьба, тип EC (E);https://alterv.ru/catalog/vibroopory/k1319_vibroopory_rezinometallicheskie_vnutrennyaya_rezba/;https://alterv.ru/upload/iblock/586/k1319_vibroopory.png, https://alterv.ru/upload/iblock/513/K1319.png;https://alterv.ru/upload/iblock/4ef/k0573_k1319_chertezh.png;K1319.06004055;;;Нержавеющая сталь;60;M10;40;;400;160;;31;7271,23;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K1319 Виброопоры из нержавеющей стали, внутренняя резьба, тип EC (E);https://alterv.ru/catalog/vibroopory/k1319_vibroopory_rezinometallicheskie_vnutrennyaya_rezba/;https://alterv.ru/upload/iblock/586/k1319_vibroopory.png, https://alterv.ru/upload/iblock/513/K1319.png;https://alterv.ru/upload/iblock/4ef/k0573_k1319_chertezh.png;K1319.06005055;;;Нержавеющая сталь;60;M10;50;;240;120;;32;7585,96;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K1319 Виброопоры из нержавеющей стали, внутренняя резьба, тип EC (E);https://alterv.ru/catalog/vibroopory/k1319_vibroopory_rezinometallicheskie_vnutrennyaya_rezba/;https://alterv.ru/upload/iblock/586/k1319_vibroopory.png, https://alterv.ru/upload/iblock/513/K1319.png;https://alterv.ru/upload/iblock/4ef/k0573_k1319_chertezh.png;K1319.07004255;;;Нержавеющая сталь;70;M10;42;;520;260;;72;11552,51;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K1319 Виброопоры из нержавеющей стали, внутренняя резьба, тип EC (E);https://alterv.ru/catalog/vibroopory/k1319_vibroopory_rezinometallicheskie_vnutrennyaya_rezba/;https://alterv.ru/upload/iblock/586/k1319_vibroopory.png, https://alterv.ru/upload/iblock/513/K1319.png;https://alterv.ru/upload/iblock/4ef/k0573_k1319_chertezh.png;K1319.07004555;;;Нержавеющая сталь;70;M10;45;;680;306;;32;9039,27;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K1319 Виброопоры из нержавеющей стали, внутренняя резьба, тип EC (E);https://alterv.ru/catalog/vibroopory/k1319_vibroopory_rezinometallicheskie_vnutrennyaya_rezba/;https://alterv.ru/upload/iblock/586/k1319_vibroopory.png, https://alterv.ru/upload/iblock/513/K1319.png;https://alterv.ru/upload/iblock/4ef/k0573_k1319_chertezh.png;K1319.07502555;;;Нержавеющая сталь;75;M12;25;;1211;181,6;;14;7007,41;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K1319 Виброопоры из нержавеющей стали, внутренняя резьба, тип EC (E);https://alterv.ru/catalog/vibroopory/k1319_vibroopory_rezinometallicheskie_vnutrennyaya_rezba/;https://alterv.ru/upload/iblock/586/k1319_vibroopory.png, https://alterv.ru/upload/iblock/513/K1319.png;https://alterv.ru/upload/iblock/4ef/k0573_k1319_chertezh.png;K1319.07503055;;;Нержавеющая сталь;75;M12;30;;1090;228,9;;32;7673,9;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K1319 Виброопоры из нержавеющей стали, внутренняя резьба, тип EC (E);https://alterv.ru/catalog/vibroopory/k1319_vibroopory_rezinometallicheskie_vnutrennyaya_rezba/;https://alterv.ru/upload/iblock/586/k1319_vibroopory.png, https://alterv.ru/upload/iblock/513/K1319.png;https://alterv.ru/upload/iblock/4ef/k0573_k1319_chertezh.png;K1319.07504055;;;Нержавеющая сталь;75;M12;40;;500;200;;62;8951,32;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K1319 Виброопоры из нержавеющей стали, внутренняя резьба, тип EC (E);https://alterv.ru/catalog/vibroopory/k1319_vibroopory_rezinometallicheskie_vnutrennyaya_rezba/;https://alterv.ru/upload/iblock/586/k1319_vibroopory.png, https://alterv.ru/upload/iblock/513/K1319.png;https://alterv.ru/upload/iblock/4ef/k0573_k1319_chertezh.png;K1319.07505055;;;Нержавеющая сталь;75;M12;50;;550;275;;8;10228,76;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K2012 Виброопоры резинометаллические с предохранением от обрыва;https://alterv.ru/catalog/vibroopory/k2012_vibroopory_rezinometallicheskie_s_predokhraneniem_ot_obryva/;https://alterv.ru/upload/iblock/d2d/qz1kjh48z07olvzmvi9z6898giao1hkt/k2012_vibroopory_rezinometallicheskie.png, https://alterv.ru/upload/iblock/95b/uhhlx8iy23hhgrj0ivny1ztlm4qn3nb1/k2012_vibroopory_a.png, https://alterv.ru/upload/iblock/543/myepw8z8epxsghahr9wiclg3mp89qifc/k2012_vibroopory_b.png, https://alterv.ru/upload/iblock/c0e/eio63w5ttmpjndew5jnvvsr0kxiifkus/k2012_vibroopory_c.png, https://alterv.ru/upload/iblock/2f2/nsejudjv711koze6bhy2dztxd11ctyuz/k2012_vibroopory_primenenye.png;https://alterv.ru/upload/iblock/c77/kq6lqhurnheyu9r39wu40mh1y5mhl7yf/k2012_vibroopory_rezinometallicheskie_chertezh.png, https://alterv.ru/upload/iblock/e22/91ttxnbzugk0l7rzn6mx9my3b21314gd/k2012_vibroopory_rezinometallicheskie_a_chertezh.png, https://alterv.ru/upload/iblock/182/crqri42x4ih4piy2y7wk5sfehx6g3zvh/k2012_vibroopory_rezinometallicheskie_b_chertezh.png, https://alterv.ru/upload/iblock/8dd/2dxq0wr0bd8as6wdy3smnqa6njmf3mxy/k2012_vibroopory_rezinometallicheskie_c_chertezh.png;K2012.10845;;;;25;M8;38;15;;12;45;30;3031,61;;;;;;;;;;33;30;;Прямоугольное с наружной резьбой;32;72;;;;;;;;;16;8,5;;;A;2,5;
K2012 Виброопоры резинометаллические с предохранением от обрыва;https://alterv.ru/catalog/vibroopory/k2012_vibroopory_rezinometallicheskie_s_predokhraneniem_ot_obryva/;https://alterv.ru/upload/iblock/d2d/qz1kjh48z07olvzmvi9z6898giao1hkt/k2012_vibroopory_rezinometallicheskie.png, https://alterv.ru/upload/iblock/95b/uhhlx8iy23hhgrj0ivny1ztlm4qn3nb1/k2012_vibroopory_a.png, https://alterv.ru/upload/iblock/543/myepw8z8epxsghahr9wiclg3mp89qifc/k2012_vibroopory_b.png, https://alterv.ru/upload/iblock/c0e/eio63w5ttmpjndew5jnvvsr0kxiifkus/k2012_vibroopory_c.png, https://alterv.ru/upload/iblock/2f2/nsejudjv711koze6bhy2dztxd11ctyuz/k2012_vibroopory_primenenye.png;https://alterv.ru/upload/iblock/c77/kq6lqhurnheyu9r39wu40mh1y5mhl7yf/k2012_vibroopory_rezinometallicheskie_chertezh.png, https://alterv.ru/upload/iblock/e22/91ttxnbzugk0l7rzn6mx9my3b21314gd/k2012_vibroopory_rezinometallicheskie_a_chertezh.png, https://alterv.ru/upload/iblock/182/crqri42x4ih4piy2y7wk5sfehx6g3zvh/k2012_vibroopory_rezinometallicheskie_b_chertezh.png, https://alterv.ru/upload/iblock/8dd/2dxq0wr0bd8as6wdy3smnqa6njmf3mxy/k2012_vibroopory_rezinometallicheskie_c_chertezh.png;K2012.10860;;;;25;M8;38;15;;20;60;20;3031,61;;;;;;;;;;33;30;;Прямоугольное с наружной резьбой;32;72;;;;;;;;;16;8,5;;;A;2,5;
K2012 Виброопоры резинометаллические с предохранением от обрыва;https://alterv.ru/catalog/vibroopory/k2012_vibroopory_rezinometallicheskie_s_predokhraneniem_ot_obryva/;https://alterv.ru/upload/iblock/d2d/qz1kjh48z07olvzmvi9z6898giao1hkt/k2012_vibroopory_rezinometallicheskie.png, https://alterv.ru/upload/iblock/95b/uhhlx8iy23hhgrj0ivny1ztlm4qn3nb1/k2012_vibroopory_a.png, https://alterv.ru/upload/iblock/543/myepw8z8epxsghahr9wiclg3mp89qifc/k2012_vibroopory_b.png, https://alterv.ru/upload/iblock/c0e/eio63w5ttmpjndew5jnvvsr0kxiifkus/k2012_vibroopory_c.png, https://alterv.ru/upload/iblock/2f2/nsejudjv711koze6bhy2dztxd11ctyuz/k2012_vibroopory_primenenye.png;https://alterv.ru/upload/iblock/c77/kq6lqhurnheyu9r39wu40mh1y5mhl7yf/k2012_vibroopory_rezinometallicheskie_chertezh.png, https://alterv.ru/upload/iblock/e22/91ttxnbzugk0l7rzn6mx9my3b21314gd/k2012_vibroopory_rezinometallicheskie_a_chertezh.png, https://alterv.ru/upload/iblock/182/crqri42x4ih4piy2y7wk5sfehx6g3zvh/k2012_vibroopory_rezinometallicheskie_b_chertezh.png, https://alterv.ru/upload/iblock/8dd/2dxq0wr0bd8as6wdy3smnqa6njmf3mxy/k2012_vibroopory_rezinometallicheskie_c_chertezh.png;K2012.00845;;;;25;M8;38;;;12;45;30;3031,61;15;;;;;;;;;33;30;;Прямоугольное со внутренней резьбой;32;72;;;;;;;;;16;8,5;;;B;2,5;
K2012 Виброопоры резинометаллические с предохранением от обрыва;https://alterv.ru/catalog/vibroopory/k2012_vibroopory_rezinometallicheskie_s_predokhraneniem_ot_obryva/;https://alterv.ru/upload/iblock/d2d/qz1kjh48z07olvzmvi9z6898giao1hkt/k2012_vibroopory_rezinometallicheskie.png, https://alterv.ru/upload/iblock/95b/uhhlx8iy23hhgrj0ivny1ztlm4qn3nb1/k2012_vibroopory_a.png, https://alterv.ru/upload/iblock/543/myepw8z8epxsghahr9wiclg3mp89qifc/k2012_vibroopory_b.png, https://alterv.ru/upload/iblock/c0e/eio63w5ttmpjndew5jnvvsr0kxiifkus/k2012_vibroopory_c.png, https://alterv.ru/upload/iblock/2f2/nsejudjv711koze6bhy2dztxd11ctyuz/k2012_vibroopory_primenenye.png;https://alterv.ru/upload/iblock/c77/kq6lqhurnheyu9r39wu40mh1y5mhl7yf/k2012_vibroopory_rezinometallicheskie_chertezh.png, https://alterv.ru/upload/iblock/e22/91ttxnbzugk0l7rzn6mx9my3b21314gd/k2012_vibroopory_rezinometallicheskie_a_chertezh.png, https://alterv.ru/upload/iblock/182/crqri42x4ih4piy2y7wk5sfehx6g3zvh/k2012_vibroopory_rezinometallicheskie_b_chertezh.png, https://alterv.ru/upload/iblock/8dd/2dxq0wr0bd8as6wdy3smnqa6njmf3mxy/k2012_vibroopory_rezinometallicheskie_c_chertezh.png;K2012.00860;;;;25;M8;38;;;20;60;30;3031,61;15;;;;;;;;;33;30;;Прямоугольное со внутренней резьбой;32;72;;;;;;;;;16;8,5;;;B;2,5;
K2012 Виброопоры резинометаллические с предохранением от обрыва;https://alterv.ru/catalog/vibroopory/k2012_vibroopory_rezinometallicheskie_s_predokhraneniem_ot_obryva/;https://alterv.ru/upload/iblock/d2d/qz1kjh48z07olvzmvi9z6898giao1hkt/k2012_vibroopory_rezinometallicheskie.png, https://alterv.ru/upload/iblock/95b/uhhlx8iy23hhgrj0ivny1ztlm4qn3nb1/k2012_vibroopory_a.png, https://alterv.ru/upload/iblock/543/myepw8z8epxsghahr9wiclg3mp89qifc/k2012_vibroopory_b.png, https://alterv.ru/upload/iblock/c0e/eio63w5ttmpjndew5jnvvsr0kxiifkus/k2012_vibroopory_c.png, https://alterv.ru/upload/iblock/2f2/nsejudjv711koze6bhy2dztxd11ctyuz/k2012_vibroopory_primenenye.png;https://alterv.ru/upload/iblock/c77/kq6lqhurnheyu9r39wu40mh1y5mhl7yf/k2012_vibroopory_rezinometallicheskie_chertezh.png, https://alterv.ru/upload/iblock/e22/91ttxnbzugk0l7rzn6mx9my3b21314gd/k2012_vibroopory_rezinometallicheskie_a_chertezh.png, https://alterv.ru/upload/iblock/182/crqri42x4ih4piy2y7wk5sfehx6g3zvh/k2012_vibroopory_rezinometallicheskie_b_chertezh.png, https://alterv.ru/upload/iblock/8dd/2dxq0wr0bd8as6wdy3smnqa6njmf3mxy/k2012_vibroopory_rezinometallicheskie_c_chertezh.png;K2012.01040;;;;63;M10;30;;;25;40;28;1814,33;;;;;;;;;;;;;Дисковое со внутренней резьбой;62,5;85;;;;;;;;;;10,5;;;C;1,5;21
